bad_id,day,sales,revenue,Customer Name,invoice_number
51,2024-12-01,1,87750.0,Kathryn Hall,INV-2024-00319
52,2024-12-01,1,12116.0,Kelsey Humphrey,INV-2024-03019
53,2024-12-01,1,82506.0,Kenneth Hayes,INV-2024-02798
54,2024-12-01,1,53319.0,Kim Perez,INV-2024-01178
55,2024-12-01,1,39080.0,Lauren Taylor,INV-2024-01547
56,2024-12-01,1,8183.0,Lisa Martinez,INV-2024-00307
57,2024-12-01,1,4852.0,Lori Perez,INV-2024-02826
58,2024-12-01,1,44482.0,Malik Leon,INV-2024-04163
59,2024-12-01,1,94191.0,Mark White,INV-2024-04743
60,2024-12-01,1,25444.0,Michael Olsen,INV-2024-04360
61,2024-12-01,1,48121.0,Michelle Hamilton,INV-2024-02958
62,2024-12-01,1,74809.0,Michelle Ryan,INV-2024-04833
63,2024-12-01,1,50256.0,Mr. Randall Barrett Jr.,INV-2024-01566
64,2024-12-01,1,71210.0,Noah Maynard,INV-2024-02840
65,2024-12-01,1,74294.0,Omar White,INV-2024-00186
66,2024-12-01,1,71213.0,Pamela Smith,INV-2024-00585
67,2024-12-01,1,33147.0,Peter Lee,INV-2024-01520
68,2024-12-01,1,85664.0,Peter Mills,INV-2024-03279
69,2024-12-01,1,59683.0,Renee Wilson,INV-2024-04058
70,2024-12-01,1,42840.0,Robert Jackson,INV-2024-03462
71,2024-12-01,1,82423.0,Ryan Martin,INV-2024-01076
72,2024-12-01,1,73871.0,Ryan Reid,INV-2024-02600
73,2024-12-01,1,30388.0,Sabrina Castro,INV-2024-02793
74,2024-12-01,1,60440.0,Samantha Barrett,INV-2024-02489
75,2024-12-01,1,12229.0,Scott Lynch,INV-2024-04727
76,2024-12-01,1,99708.0,Stephanie Lamb,INV-2024-04970
77,2024-12-01,1,10149.0,Stephen Smith,INV-2024-00352
78,2024-12-01,1,36007.0,Tara Archer,INV-2024-02989
79,2024-12-01,1,96537.0,Timothy Bailey,INV-2024-02220
80,2024-12-01,1,86728.0,Tracey Miller,INV-2024-02885
81,2024-12-01,1,78017.0,Victor Cruz,INV-2024-00601
82,2024-12-01,1,34602.0,Victor Schaefer,INV-2024-02288
83,2024-12-01,1,53584.0,Walter Cox,INV-2024-03868
84,2024-12-01,1,11705.0,Zachary Bates,INV-2024-01656
85,2024-11-30,1,57916.0,Aaron Kim,INV-2024-03750
86,2024-11-30,1,69619.0,Alexander Rodriguez,INV-2024-03510
87,2024-11-30,1,61152.0,Alisha Moon,INV-2024-03067
88,2024-11-30,1,25249.0,Allison Hernandez,INV-2024-00833
89,2024-11-30,1,24094.0,Amy Lucero,INV-2024-01045
90,2024-11-30,1,89193.0,Amy Robinson,INV-2024-03809
91,2024-11-30,1,6400.0,Amy Williams,INV-2024-04700
92,2024-11-30,1,60640.0,Andrew Glover,INV-2024-02679
93,2024-11-30,1,74143.0,Anita Williams,INV-2024-00628
94,2024-11-30,1,28243.0,Anna Evans,INV-2024-00607
95,2024-11-30,1,19329.0,April Morales,INV-2024-04522
96,2024-11-30,1,61839.0,Benjamin White,INV-2024-04886
97,2024-11-30,1,4751.0,Brandi Anderson,INV-2024-04943
98,2024-11-30,1,17427.0,Brenda Willis,INV-2024-00533
99,2024-11-30,1,90769.0,Brian Smith,INV-2024-04448
100,2024-11-30,1,70521.0,Bridget Moore,INV-2024-01584
101,2024-11-30,1,50293.0,Bridget Moore,INV-2024-02620
102,2024-11-30,1,69702.0,Carla Morgan PhD,INV-2024-01786
103,2024-11-30,1,79143.0,Cheryl Pena,INV-2024-00499
104,2024-11-30,1,90073.0,Christopher Ford,INV-2024-00384
105,2024-11-30,1,22490.0,Christopher Olson,INV-2024-04544
106,2024-11-30,1,66678.0,Christopher Wolf,INV-2024-03894
107,2024-11-30,1,41078.0,Claudia Johnson,INV-2024-02980
108,2024-11-30,1,70298.0,Cody Macdonald,INV-2024-02451
109,2024-11-30,1,42803.0,Connie Mclaughlin,INV-2024-00928
110,2024-11-30,1,97184.0,Connie Mclaughlin,INV-2024-03191
111,2024-11-30,1,21721.0,Daniel Kelly,INV-2024-03980
112,2024-11-30,1,6071.0,Daniel Moreno,INV-2024-03108
113,2024-11-30,1,86756.0,Danielle Shaw,INV-2024-01249
114,2024-11-30,1,40140.0,David Harris,INV-2024-02427
115,2024-11-30,1,43169.0,David Weaver,INV-2024-03804
116,2024-11-30,1,70840.0,Dawn Lawrence,INV-2024-01100
117,2024-11-30,1,8729.0,Deborah Moreno,INV-2024-02704
118,2024-11-30,1,71562.0,Debra Ochoa,INV-2024-03714
119,2024-11-30,1,13477.0,Elizabeth Mcdowell,INV-2024-03066
120,2024-11-30,1,74094.0,Erica Carrillo,INV-2024-02892
121,2024-11-30,1,3752.0,Erin Figueroa,INV-2024-00020
122,2024-11-30,1,10599.0,Frank Rojas,INV-2024-00677
123,2024-11-30,1,45424.0,Frederick Love,INV-2024-03457
124,2024-11-30,1,70808.0,George Cochran,INV-2024-00654
125,2024-11-30,1,48570.0,Grant Taylor,INV-2024-00804
126,2024-11-30,1,8539.0,Jamie Huang,INV-2024-03270
127,2024-11-30,1,20719.0,Jason Baker,INV-2024-02231
128,2024-11-30,1,4075.0,Jason Maynard,INV-2024-01058
129,2024-11-30,1,14530.0,John Cruz,INV-2024-04519
130,2024-11-30,1,23824.0,Jordan Smith,INV-2024-02677
131,2024-11-30,1,67312.0,Joseph Barker,INV-2024-03145
132,2024-11-30,1,93951.0,Julia Riley,INV-2024-01157
133,2024-11-30,1,84311.0,Katie Smith,INV-2024-04690
134,2024-11-30,1,2035.0,Kayla Ballard,INV-2024-04603
135,2024-11-30,1,97327.0,Kayla Hill,INV-2024-03626
136,2024-11-30,1,36784.0,Kaylee Ramirez,INV-2024-00695
137,2024-11-30,1,37813.0,Kenneth Marshall,INV-2024-02395
138,2024-11-30,1,53273.0,Kevin Lewis,INV-2024-02045
139,2024-11-30,1,22193.0,Kevin Price,INV-2024-04723
140,2024-11-30,1,10072.0,Kim Murphy,INV-2024-04375
141,2024-11-30,1,9169.0,Kimberly Brewer,INV-2024-04180
142,2024-11-30,1,77267.0,Kimberly Lopez,INV-2024-01705
143,2024-11-30,1,35712.0,Krystal Lopez,INV-2024-00921
144,2024-11-30,1,88642.0,Kyle Golden,INV-2024-04423
145,2024-11-30,1,10429.0,Laura Alexander,INV-2024-02212
146,2024-11-30,1,40135.0,Laura Chapman,INV-2024-03738
147,2024-11-30,1,56034.0,Laura Collier,INV-2024-03096
148,2024-11-30,1,7195.0,Lauren Jones,INV-2024-01632
149,2024-11-30,1,84969.0,Leonard Martin,INV-2024-01644
150,2024-11-30,1,28911.0,Leslie Luna,INV-2024-00327
151,2024-11-30,1,18724.0,Leslie Mills,INV-2024-04718
152,2024-11-30,1,63178.0,Lisa Moon,INV-2024-00159
153,2024-11-30,1,30236.0,Marc Patel,INV-2024-00945
154,2024-11-30,1,66273.0,Margaret Roy,INV-2024-04266
155,2024-11-30,1,94953.0,Mark Jordan,INV-2024-04208
156,2024-11-30,1,10744.0,Michael Wilson,INV-2024-03604
157,2024-11-30,1,94998.0,Micheal Bentley,INV-2024-01633
158,2024-11-30,1,75669.0,Michelle Patel,INV-2024-02970
159,2024-11-30,1,86721.0,Michelle Santana,INV-2024-00547
160,2024-11-30,1,88745.0,Miguel Cooke,INV-2024-01300
161,2024-11-30,1,82580.0,Miranda White,INV-2024-04287
162,2024-11-30,1,93834.0,Nancy Martinez,INV-2024-04989
163,2024-11-30,1,56379.0,Natasha Huber,INV-2024-04935
164,2024-11-30,1,68136.0,Nicholas Mathews,INV-2024-04455
165,2024-11-30,1,71394.0,Nicole Ortiz,INV-2024-00315
166,2024-11-30,1,90878.0,Pamela Fritz,INV-2024-03588
167,2024-11-30,1,17812.0,Patricia Wall,INV-2024-04549
168,2024-11-30,1,32605.0,Rebecca Wilkins,INV-2024-00439
169,2024-11-30,1,52578.0,Richard Ward,INV-2024-00736
170,2024-11-30,1,37292.0,Russell Stewart,INV-2024-00341
171,2024-11-30,1,94283.0,Sarah Wilson,INV-2024-00794
172,2024-11-30,1,79014.0,Shannon Wilson,INV-2024-02633
173,2024-11-30,1,36993.0,Spencer Anderson,INV-2024-04532
174,2024-11-30,1,20062.0,Stephanie Shannon,INV-2024-01327
175,2024-11-30,1,65429.0,Steven Brown,INV-2024-03267
176,2024-11-30,1,40535.0,Steven Graham,INV-2024-01071
177,2024-11-30,1,92007.0,Steven Sexton,INV-2024-01606
178,2024-11-30,1,42356.0,Steven Smith,INV-2024-03117
179,2024-11-30,1,51689.0,Tammy Smith,INV-2024-02431
180,2024-11-30,1,94835.0,Terry Freeman,INV-2024-02611
181,2024-11-30,1,99204.0,Tiffany Jones,INV-2024-04666
182,2024-11-30,1,48246.0,Tina Barnes,INV-2024-01863
183,2024-11-30,1,27616.0,Tyler Jimenez,INV-2024-00336
184,2024-11-29,1,52412.0,Abigail Rubio,INV-2024-02458
185,2024-11-29,1,88384.0,Alicia Lewis,INV-2024-01453
186,2024-11-29,1,98068.0,Amanda George,INV-2024-00501
187,2024-11-29,1,33978.0,Amy Brown,INV-2024-01172
188,2024-11-29,1,47080.0,Amy Taylor,INV-2024-02552
189,2024-11-29,1,55853.0,Andrew Mcpherson,INV-2024-03540
190,2024-11-29,1,85462.0,Brittany Huerta,INV-2024-01387
191,2024-11-29,1,86749.0,Brittany Huerta,INV-2024-04255
192,2024-11-29,1,68129.0,Carlos Schmitt,INV-2024-00314
193,2024-11-29,1,87690.0,Chad Hayes,INV-2024-03296
194,2024-11-29,1,99027.0,Charles Morris,INV-2024-02152
195,2024-11-29,1,7564.0,Christopher Nichols,INV-2024-03251
196,2024-11-29,1,25722.0,Christopher Walker,INV-2024-03291
197,2024-11-29,1,30020.0,Cynthia Mckee,INV-2024-03087
198,2024-11-29,1,26160.0,Daniel Rodriguez,INV-2024-01837
199,2024-11-29,1,22175.0,Daniel Wright,INV-2024-02425
200,2024-11-29,1,54023.0,David Daniels,INV-2024-04750
201,2024-11-29,1,3798.0,Derek Patrick,INV-2024-02454
202,2024-11-29,1,42075.0,Dr. Gerald Hernandez,INV-2024-02516
203,2024-11-29,1,80726.0,Dr. Rachel Hoover,INV-2024-04710
204,2024-11-29,1,5935.0,Felicia Nichols,INV-2024-04080
205,2024-11-29,1,94173.0,Gwendolyn Wagner,INV-2024-03872
206,2024-11-29,1,9713.0,Heather Lewis,INV-2024-00799
207,2024-11-29,1,76962.0,James Mcgrath,INV-2024-02821
208,2024-11-29,1,28235.0,Janice Evans,INV-2024-02762
209,2024-11-29,1,54114.0,Jennifer Gaines,INV-2024-03931
210,2024-11-29,1,23783.0,Jennifer Williams,INV-2024-03551
211,2024-11-29,1,46736.0,Jeremy Garcia,INV-2024-04676
212,2024-11-29,1,23756.0,Jodi Cole,INV-2024-04787
213,2024-11-29,1,30919.0,Jodi Russell,INV-2024-00321
214,2024-11-29,1,54043.0,Jose Riggs,INV-2024-01682
215,2024-11-29,1,15403.0,Joseph Griffin,INV-2024-02685
216,2024-11-29,1,43723.0,Joshua Smith,INV-2024-04040
217,2024-11-29,1,11125.0,Justin Fisher,INV-2024-01092
218,2024-11-29,1,58936.0,Karen Gross,INV-2024-03730
219,2024-11-29,1,10961.0,Karen Thomas,INV-2024-01044
220,2024-11-29,1,42538.0,Katelyn Barnes,INV-2024-00832
221,2024-11-29,1,78528.0,Katrina Smith,INV-2024-04416
222,2024-11-29,1,48045.0,Keith James,INV-2024-01814
223,2024-11-29,1,68490.0,Kenneth Moore,INV-2024-04385
224,2024-11-29,1,7618.0,Kim Murphy,INV-2024-03225
225,2024-11-29,1,43252.0,Kristopher Hutchinson,INV-2024-02068
226,2024-11-29,1,99959.0,Laura Jones,INV-2024-00273
227,2024-11-29,1,20733.0,Lauren Carpenter,INV-2024-03394
228,2024-11-29,1,39286.0,Lauren Fernandez,INV-2024-02414
229,2024-11-29,1,3354.0,Leonard Chavez,INV-2024-02539
230,2024-11-29,1,32625.0,Linda Blair,INV-2024-04128
231,2024-11-29,1,77246.0,Lindsay Davis,INV-2024-00042
232,2024-11-29,1,15835.0,Mark Adams,INV-2024-04609
233,2024-11-29,1,4550.0,Mary Ellison,INV-2024-02076
234,2024-11-29,1,90269.0,Matthew Frye,INV-2024-02842
235,2024-11-29,1,30752.0,Melissa Johnson,INV-2024-00627
236,2024-11-29,1,8890.0,Melissa Roberts,INV-2024-04299
237,2024-11-29,1,51904.0,Michael Spence,INV-2024-02819
238,2024-11-29,1,94616.0,Mike Chan,INV-2024-01671
239,2024-11-29,1,52678.0,Mr. Anthony Bell II,INV-2024-00294
240,2024-11-29,1,41251.0,Mr. Jason Scott,INV-2024-01910
241,2024-11-29,1,31059.0,Mr. Mark Crawford,INV-2024-01059
242,2024-11-29,1,89101.0,Nicole Thomas,INV-2024-03408
243,2024-11-29,1,58354.0,Nicole Whitney,INV-2024-04844
244,2024-11-29,1,26157.0,Patricia Roberts,INV-2024-03346
245,2024-11-29,1,72566.0,Richard King,INV-2024-00169
246,2024-11-29,1,66477.0,Robert Hammond,INV-2024-04135
247,2024-11-29,1,27238.0,Robin Murphy,INV-2024-02706
248,2024-11-29,1,71173.0,Sara Gallegos,INV-2024-00362
249,2024-11-29,1,67353.0,Shannon Chambers,INV-2024-04057
250,2024-11-29,1,11511.0,Stacy Castillo,INV-2024-04819
251,2024-11-29,1,75317.0,Sydney Perez,INV-2024-02329
252,2024-11-29,1,4386.0,Teresa Martinez,INV-2024-00291
253,2024-11-29,1,17779.0,Theresa Farley,INV-2024-01285
254,2024-11-29,1,19769.0,Thomas Ray,INV-2024-03029
255,2024-11-29,1,31728.0,Tiffany Gray,INV-2024-03491
256,2024-11-29,1,52686.0,Timothy Davis,INV-2024-04598
257,2024-11-29,1,72420.0,Timothy Mclaughlin,INV-2024-01982
258,2024-11-29,1,93465.0,Tommy Joseph,INV-2024-03777
259,2024-11-29,1,19081.0,Wayne Morris,INV-2024-02447
260,2024-11-29,1,58943.0,Wendy Lutz,INV-2024-04121
261,2024-11-29,1,6367.0,Wesley Randolph,INV-2024-03385
262,2024-11-28,1,60057.0,Aaron Kim,INV-2024-04167
263,2024-11-28,1,95394.0,Aaron Underwood,INV-2024-00239
264,2024-11-28,1,58108.0,Alejandra Garcia,INV-2024-00328
265,2024-11-28,1,94794.0,Alicia Lewis,INV-2024-04293
266,2024-11-28,1,43642.0,Amanda Gonzalez,INV-2024-04995
267,2024-11-28,1,77019.0,Andrea Merritt,INV-2024-00510
268,2024-11-28,1,83011.0,Andrew Henry,INV-2024-00382
269,2024-11-28,1,98508.0,Andrew Moses,INV-2024-02243
270,2024-11-28,1,5120.0,Anita White,INV-2024-01489
271,2024-11-28,1,66866.0,Anthony Miller,INV-2024-03866
272,2024-11-28,1,91187.0,April Coffey,INV-2024-04975
273,2024-11-28,1,92427.0,Austin Simpson,INV-2024-04329
274,2024-11-28,1,79737.0,Brenda Gross,INV-2024-04395
275,2024-11-28,1,54637.0,Brett Wells,INV-2024-02812
276,2024-11-28,1,44522.0,Brian Johnson,INV-2024-01989
277,2024-11-28,1,53275.0,Brian Perkins,INV-2024-03137
278,2024-11-28,1,66976.0,Bryan Lewis,INV-2024-00786
279,2024-11-28,1,41228.0,Bryan Perry,INV-2024-03760
280,2024-11-28,1,90903.0,Caleb Brown,INV-2024-02785
281,2024-11-28,1,49183.0,Carla Bradley,INV-2024-02946
282,2024-11-28,1,83558.0,Christopher Frye,INV-2024-02256
283,2024-11-28,1,54197.0,Christopher Nichols,INV-2024-02264
284,2024-11-28,1,77481.0,Christy Sullivan,INV-2024-03591
285,2024-11-28,1,65970.0,Clinton Smith,INV-2024-03010
286,2024-11-28,1,66723.0,Cody Macdonald,INV-2024-02202
287,2024-11-28,1,16385.0,Colton Hansen,INV-2024-01194
288,2024-11-28,1,45893.0,Corey Richardson,INV-2024-00728
289,2024-11-28,1,13289.0,Cristian Krueger,INV-2024-02814
290,2024-11-28,1,17375.0,Cynthia Mcdonald,INV-2024-01222
291,2024-11-28,1,63637.0,Daniel Stanley,INV-2024-02074
292,2024-11-28,1,50830.0,Danielle Wheeler,INV-2024-03899
293,2024-11-28,1,95081.0,David Chase,INV-2024-03758
294,2024-11-28,1,48749.0,Dr. Dustin Hale V,INV-2024-02094
295,2024-11-28,1,80236.0,Elizabeth Mercado,INV-2024-03607
296,2024-11-28,1,7806.0,Emily Watson,INV-2024-03374
297,2024-11-28,1,43852.0,Erica Gibson,INV-2024-00759
298,2024-11-28,1,66094.0,Erica Williams,INV-2024-03765
299,2024-11-28,1,77275.0,Erik Ramos,INV-2024-01975
300,2024-11-28,1,78494.0,Gina Valencia,INV-2024-01544
301,2024-11-28,1,33427.0,Gregory Mendez,INV-2024-00165
302,2024-11-28,1,3415.0,Hannah Moore,INV-2024-04604
303,2024-11-28,1,27156.0,James George,INV-2024-01386
304,2024-11-28,1,94402.0,James Jacobs,INV-2024-02143
305,2024-11-28,1,24483.0,Jason Garrison,INV-2024-00767
306,2024-11-28,1,16701.0,Jeffrey Price,INV-2024-03119
307,2024-11-28,1,44696.0,Jesse Bishop,INV-2024-00991
308,2024-11-28,1,21981.0,Jessica Terry DDS,INV-2024-02564
309,2024-11-28,1,9715.0,Jim Caldwell,INV-2024-03506
310,2024-11-28,1,43347.0,John Espinoza,INV-2024-01533
311,2024-11-28,1,70954.0,John Keith,INV-2024-03792
312,2024-11-28,1,33609.0,Joseph Coleman DVM,INV-2024-01124
313,2024-11-28,1,87827.0,Joshua Shah,INV-2024-03808
314,2024-11-28,1,47743.0,Julia Leblanc,INV-2024-03337
315,2024-11-28,1,42111.0,Karen Baxter,INV-2024-01132
316,2024-11-28,1,98270.0,Katelyn Gallegos,INV-2024-04092
317,2024-11-28,1,91191.0,Katelyn Mckinney,INV-2024-04257
318,2024-11-28,1,72182.0,Kathleen Allen,INV-2024-02743
319,2024-11-28,1,64475.0,Keith Trujillo,INV-2024-01006
320,2024-11-28,1,99839.0,Kelly Green,INV-2024-04165
321,2024-11-28,1,59155.0,Kevin Horton,INV-2024-02137
322,2024-11-28,1,62201.0,Kimberly Brewer,INV-2024-02462
323,2024-11-28,1,37546.0,Kimberly Lynch,INV-2024-01745
324,2024-11-28,1,80432.0,Kristin Harper DVM,INV-2024-02077
325,2024-11-28,1,53175.0,Lindsey Davis,INV-2024-03572
326,2024-11-28,1,66568.0,Lisa Payne,INV-2024-02313
327,2024-11-28,1,31851.0,Lisa Young,INV-2024-01505
328,2024-11-28,1,42060.0,Lori Diaz,INV-2024-03583
329,2024-11-28,1,18457.0,Madison Robinson,INV-2024-02645
330,2024-11-28,1,58633.0,Mark Ward,INV-2024-04484
331,2024-11-28,1,14036.0,Matthew Griffin,INV-2024-00528
332,2024-11-28,1,61969.0,Megan Gillespie,INV-2024-00869
333,2024-11-28,1,45400.0,Melissa Flores,INV-2024-00950
334,2024-11-28,1,63915.0,Michael Hancock,INV-2024-04101
335,2024-11-28,1,62516.0,Michael Phelps,INV-2024-04626
336,2024-11-28,1,72994.0,Michele Lynch,INV-2024-03699
337,2024-11-28,1,55363.0,Michelle Simpson,INV-2024-04742
338,2024-11-28,1,9993.0,Nathan Cordova,INV-2024-03329
339,2024-11-28,1,49649.0,Patricia Evans,INV-2024-04824
340,2024-11-28,1,27121.0,Patricia Jackson,INV-2024-01905
341,2024-11-28,1,24082.0,Phillip Bailey,INV-2024-01048
342,2024-11-28,1,35551.0,Rachel Peterson,INV-2024-01173
343,2024-11-28,1,67845.0,Rachel Smith,INV-2024-03482
344,2024-11-28,1,32009.0,Richard Hinton,INV-2024-02267
345,2024-11-28,1,66079.0,Richard Parker,INV-2024-04547
346,2024-11-28,1,69157.0,Richard Roberson,INV-2024-03786
347,2024-11-28,1,98865.0,Robert Johnson,INV-2024-04933
348,2024-11-28,1,99931.0,Sherry Castro,INV-2024-04899
349,2024-11-28,1,17649.0,Terri Christian,INV-2024-03790
350,2024-11-28,1,21061.0,Terry Rice,INV-2024-00507
351,2024-11-28,1,85526.0,Tiffany Gray,INV-2024-02825
352,2024-11-28,1,72105.0,Todd Torres,INV-2024-01189
353,2024-11-28,1,76551.0,Vanessa Thompson,INV-2024-00836
354,2024-11-28,1,52395.0,William Avila,INV-2024-04890
355,2024-11-28,1,25634.0,William Smith,INV-2024-04950
356,2024-11-28,1,73684.0,Yvette Shields,INV-2024-02114
357,2024-11-28,1,27118.0,Yvonne Pierce,INV-2024-04905
358,2024-11-27,1,2600.0,Alex Aguilar,INV-2024-01159
359,2024-11-27,1,83330.0,Amber Kirby,INV-2024-04996
360,2024-11-27,1,61003.0,Andrew Moses,INV-2024-04691
361,2024-11-27,1,13398.0,Angela Mullen,INV-2024-01476
362,2024-11-27,1,54563.0,Anthony Robinson,INV-2024-03216
363,2024-11-27,1,11041.0,Benjamin Kelly,INV-2024-04611
364,2024-11-27,1,4567.0,Cheryl Mclean,INV-2024-02227
365,2024-11-27,1,83618.0,Colton Hansen,INV-2024-00130
366,2024-11-27,1,45962.0,Connie Jones,INV-2024-02975
367,2024-11-27,1,72045.0,David Shannon,INV-2024-04863
368,2024-11-27,1,83357.0,Duane Lewis,INV-2024-03405
369,2024-11-27,1,31038.0,Edward Smith,INV-2024-01061
370,2024-11-27,1,74159.0,Emily Jensen,INV-2024-01583
371,2024-11-27,1,54202.0,Emily Johnson,INV-2024-03120
372,2024-11-27,1,24516.0,Emily Walters,INV-2024-01229
373,2024-11-27,1,55796.0,Eric Blake,INV-2024-04601
374,2024-11-27,1,14426.0,Frederick Hernandez,INV-2024-02004
375,2024-11-27,1,35523.0,Gary Blair,INV-2024-01318
376,2024-11-27,1,65562.0,George Stanley,INV-2024-03655
377,2024-11-27,1,26519.0,Harold Porter,INV-2024-02303
378,2024-11-27,1,91993.0,Hayley Padilla,INV-2024-02390
379,2024-11-27,1,1386.0,Heather Johnson,INV-2024-03971
380,2024-11-27,1,45444.0,Jacob Jones,INV-2024-00631
381,2024-11-27,1,57639.0,James Adams,INV-2024-02263
382,2024-11-27,1,31179.0,James Roberson,INV-2024-03569
383,2024-11-27,1,44843.0,Jeffrey Arias,INV-2024-00479
384,2024-11-27,1,76123.0,Jennifer Hall,INV-2024-03856
385,2024-11-27,1,17770.0,Jennifer Howard,INV-2024-02881
386,2024-11-27,1,77132.0,Joann Ward,INV-2024-01565
387,2024-11-27,1,35798.0,John Bonilla,INV-2024-00378
388,2024-11-27,1,89613.0,Jordan Adkins,INV-2024-04907
389,2024-11-27,1,79172.0,Joseph Melton,INV-2024-04432
390,2024-11-27,1,1661.0,Joshua Ellis,INV-2024-04497
391,2024-11-27,1,418.0,Joshua Oconnor,INV-2024-01526
392,2024-11-27,1,88704.0,Juan Martin,INV-2024-00473
393,2024-11-27,1,76685.0,Julie Perkins,INV-2024-03391
394,2024-11-27,1,96607.0,Julie White,INV-2024-01569
395,2024-11-27,1,31679.0,Karen Dillon,INV-2024-04739
396,2024-11-27,1,16424.0,Katelyn Barnes,INV-2024-01088
397,2024-11-27,1,76555.0,Katherine Cooper,INV-2024-04460
398,2024-11-27,1,70435.0,Kathleen Davis,INV-2024-04464
399,2024-11-27,1,16202.0,Kayla Figueroa,INV-2024-03582
400,2024-11-27,1,68113.0,Kenneth Ray,INV-2024-00526
401,2024-11-27,1,76156.0,Kimberly Collins,INV-2024-00774
402,2024-11-27,1,32710.0,Kimberly Lopez,INV-2024-00686
403,2024-11-27,1,64331.0,Kurt Cox,INV-2024-04278
404,2024-11-27,1,70813.0,Kylie Barber,INV-2024-04579
405,2024-11-27,1,26859.0,Laura Barnes,INV-2024-04414
406,2024-11-27,1,56393.0,Laura Lewis,INV-2024-02066
407,2024-11-27,1,94532.0,Lori Adams,INV-2024-04911
408,2024-11-27,1,82884.0,Mallory Preston,INV-2024-03807
409,2024-11-27,1,43288.0,Mark Johnson,INV-2024-04132
410,2024-11-27,1,47721.0,Matthew Vaughan DDS,INV-2024-00864
411,2024-11-27,1,55063.0,Melissa Johnson,INV-2024-04526
412,2024-11-27,1,37799.0,Mrs. Monica Fernandez MD,INV-2024-03924
413,2024-11-27,1,47583.0,Mrs. Sherri Delgado,INV-2024-00504
414,2024-11-27,1,58831.0,Nancy Sloan,INV-2024-01621
415,2024-11-27,1,77207.0,Nathan Esparza,INV-2024-04900
416,2024-11-27,1,41032.0,Nicole Buck,INV-2024-00892
